Mortgage ID,Joint Life,Age 1,Gender 1,Life 1 Status Change Date,Age 2,Gender 2,Life 2 Status Change Date,LTV,AER,Loan Amount,Completion Date,Servicing Fee,Portfolio,Valuation Date
1,Single,81,Male,,,,,0.175372558,0.048,73625.17,42676,0.0015,Internal,45657
2,Single,73,Female,,,,,0.327020891,0.0528,123315.03,42724,0.0015,Internal,45657
3,Joint Life,76,Male,,74,Female,,0.317342186,0.0506,123891.19,42682,0.0015,Internal,45657
4,Joint Life,92,Male,,120,Female,43691,0.213594295,0.046,144927.7,42677,0.0015,Internal,45657
5,Single,75,Female,,,,,0.331394794,0.0508,82689.67,42685,0.0015,Internal,45657
6,Joint Life,73,Male,,72,Female,,0.147954586,0.042,149917.62,42688,0.0015,Internal,45657
7,Single,84,Female,,,,,0.472945713,0.035056766,229956.86,42703,0.0015,Internal,45657
8,Single,74,Female,,,,,0.258857632,0.0486,147539.31,42697,0.0015,Internal,45657
9,Single,74,Male,,,,,0.352583753,0.048,330667.54,42691,0.0015,Internal,45657
10,Joint Life,84,Male,,80,Female,,0.415383847,0.0515,139853.1,42684,0.0015,Internal,45657
11,Joint Life,97,Male,,89,Female,,0.491896948,0.0486,218973.48,42702,0.0015,Internal,45657
12,Single,80,Female,,,,,0.356524298,0.0479,51356.82,42697,0.0015,Internal,45657
13,Joint Life,79,Male,,80,Female,,0.352353243,0.0499,124959.87,42725,0.0015,Internal,45657
14,Joint Life,85,Male,,73,Female,,0.382657505,0.048,298102.54,42697,0.0015,Internal,45657
15,Joint Life,82,Male,,73,Female,,0.346320714,0.054511971,91869.99,42944,0.0015,Internal,45657
16,Joint Life,71,Male,,71,Female,,0.333729413,0.048,258222.89,42682,0.0015,Internal,45657
17,Joint Life,83,Male,,83,Female,,0.17723036,0.042,91259.88,42678,0.0015,Internal,45657
18,Joint Life,81,Female,,120,Male,44792,0.44335253,0.0517,158327.86,42849,0.0015,Internal,45657
19,Single,73,Female,,,,,0.326183261,0.048,86099.42,42719,0.0015,Internal,45657
20,Joint Life,91,Male,,89,Female,,0.383915779,0.0484,104644.67,42765,0.0015,Internal,45657
21,Single,84,Female,,,,,0.087831533,0.042,21882.89,42683,0.0015,Internal,45657
22,Joint Life,75,Male,,72,Female,,0.249947084,0.0462,215579.36,42677,0.0015,Internal,45657
23,Joint Life,74,Male,,120,Female,45504,0.310361303,0.048,110150.76,42696,0.0015,Internal,45657
24,Joint Life,84,Male,,80,Female,,0.361056425,0.043,197705.98,42696,0.0015,Internal,45657
25,Joint Life,120,Male,45614,85,Female,,0.48609888,0.044840995,641194.04,42683,0.0015,Internal,45657
26,Joint Life,82,Male,,70,Female,,0.269119937,0.048,162373.34,42692,0.0015,Internal,45657
27,Single,86,Female,,,,,0.341290377,0.039916197,54683.29,42726,0.0015,Internal,45657
28,Joint Life,74,Male,,72,Female,,0.300611852,0.045,230578.34,42689,0.0015,Internal,45657
29,Single,69,Female,,,,,0.342147073,0.048492388,180499.19,42718,0.0015,Internal,45657
30,Joint Life,82,Male,,77,Female,,0.330992259,0.0517,89279.42,42677,0.0015,Internal,45657
31,Joint Life,80,Male,,77,Female,,0.315544689,0.046,289349.77,42691,0.0015,Internal,45657
32,Joint Life,82,Male,,120,Female,42846,0.386125261,0.048,250605.13,42690,0.0015,Internal,45657
33,Joint Life,75,Male,,70,Female,,0.280425518,0.048,111409.45,42781,0.0015,Internal,45657
34,Single,76,Female,,,,,0.086343251,0.042,27175.26,42969,0.0015,Internal,45657
35,Joint Life,73,Male,,72,Female,,0.38110189,0.048,550589.39,42739,0.0015,Internal,45657
36,Single,79,Female,,,,,0.435827043,0.046,181630.52,42720,0.0015,Internal,45657
37,Single,74,Female,,,,,0.220635031,0.0422,54685.82,42703,0.0015,Internal,45657
38,Joint Life,74,Male,,74,Female,,0.294005721,0.0488,58492.86,42776,0.0015,Internal,45657
39,Joint Life,120,Male,45348,83,Female,,0.478227594,0.048,372503.57,42692,0.0015,Internal,45657
40,Single,74,Male,,,,,0.291342561,0.038047456,299351.31,42726,0.0015,Internal,45657
41,Joint Life,75,Male,,69,Female,,0.06717559,0.042,21000.01,42703,0.0015,Internal,45657
42,Joint Life,83,Male,,86,Female,,0.245337631,0.041922414,283070.41,42695,0.0015,Internal,45657
43,Joint Life,75,Male,,74,Female,,0.347459545,0.048,77237.92,42712,0.0015,Internal,45657
44,Joint Life,73,Male,,72,Female,,0.230084452,0.046,107650.21,42688,0.0015,Internal,45657
45,Single,76,Male,,,,,0.413435345,0.043519438,161772.15,42824,0.0015,Internal,45657
46,Single,70,Female,,,,,0.313070257,0.052861031,104370.5,42716,0.0015,Internal,45657
47,Single,70,Female,,,,,0.316021155,0.048,157439.19,42753,0.0015,Internal,45657
48,Single,82,Male,,,,,0.285074235,0.042,168200.4,42765,0.0015,Internal,45657
49,Joint Life,80,Male,,75,Female,,0.105911902,0.044490023,26916.24,42699,0.0015,Internal,45657
50,Joint Life,120,Male,45404,89,Female,,0.499671563,0.038951858,499400.45,42726,0.0015,Internal,45657
51,Joint Life,84,Male,,84,Female,,0.381440113,0.043,98899.19,42692,0.0015,Internal,45657
52,Joint Life,120,Male,45314,70,Female,,0.158512804,0.044,132509.23,42711,0.0015,Internal,45657
53,Joint Life,85,Male,,80,Female,,0.393929771,0.046,130017.37,42697,0.0015,Internal,45657
54,Joint Life,75,Male,,71,Female,,0.201759931,0.042,58873.9,42692,0.0015,Internal,45657
55,Joint Life,78,Male,,72,Female,,0.273872697,0.047,135227.71,42713,0.0015,Internal,45657
56,Joint Life,71,Male,,70,Female,,0.236292845,0.044,40001.91,42727,0.0015,Internal,45657
57,Single,80,Female,,,,,0.014142546,0.0462,11394.86,42719,0.0015,Internal,45657
58,Joint Life,75,Male,,76,Female,,0.338621803,0.044,156173.16,42717,0.0015,Internal,45657
59,Joint Life,75,Male,,69,Female,,0.108313212,0.042,105325.34,42745,0.0015,Internal,45657
60,Single,69,Female,,,,,0.185895916,0.0422,41841.8,42748,0.0015,Internal,45657
61,Single,80,Female,,,,,0.375308206,0.0428,312818.7,42818,0.0015,Internal,45657
62,Joint Life,69,Male,,80,Female,,0.267335768,0.047,57872.41,42752,0.0015,Internal,45657
63,Single,78,Female,,,,,0.214942361,0.042,69472.95,42769,0.0015,Internal,45657
64,Joint Life,120,Male,43975,83,Female,,0.377212171,0.047,210731.03,42717,0.0015,Internal,45657
65,Joint Life,78,Male,,79,Female,,0.318740434,0.042,212085.74,42726,0.0015,Internal,45657
66,Single,81,Female,,,,,0.15814803,0.042,104508.32,42744,0.0015,Internal,45657
67,Joint Life,81,Male,,88,Female,,0.418134856,0.046,259044.71,42704,0.0015,Internal,45657
68,Joint Life,88,Male,,82,Female,,0.478255028,0.041387244,115491.11,42710,0.0015,Internal,45657
69,Joint Life,79,Male,,79,Female,,0.387731842,0.043970052,726590.71,42775,0.0015,Internal,45657
70,Joint Life,81,Male,,80,Female,,0.350633834,0.047,68183.84,42713,0.0015,Internal,45657
71,Single,95,Female,,,,,0.412372506,0.042,43939.99,42761,0.0015,Internal,45657
72,Single,81,Female,,,,,0.167204046,0.042,83856.12,42718,0.0015,Internal,45657
73,Joint Life,120,Male,45674,84,Female,,0.359480374,0.043,75309.41,42804,0.0015,Internal,45657
74,Single,69,Female,,,,,0.302474935,0.048,132065.74,42723,0.0015,Internal,45657
75,Joint Life,75,Male,,77,Female,,0.299133612,0.0426,84161.94,42727,0.0015,Internal,45657
76,Joint Life,120,Male,43908,81,Female,,0.37250561,0.034209851,104393.71,42758,0.0015,Internal,45657
77,Joint Life,85,Male,,79,Female,,0.366206964,0.048,112248.31,42753,0.0015,Internal,45657
78,Joint Life,72,Male,,79,Female,,0.325208635,0.048,69131.98,42782,0.0015,Internal,45657
79,Joint Life,83,Male,,120,Female,44265,0.318016832,0.045,389370.37,42804,0.0015,Internal,45657
80,Single,78,Male,,,,,0.273192124,0.0422,51798.07,42717,0.0015,Internal,45657
81,Single,77,Female,,,,,0.409217328,0.048,144868.62,42724,0.0015,Internal,45657
82,Joint Life,83,Male,,82,Female,,0.249768231,0.037250026,145460.26,42720,0.0015,Internal,45657
83,Single,90,Female,,,,,0.211791568,0.042,45695.14,42800,0.0015,Internal,45657
84,Joint Life,82,Male,,78,Female,,0.36917444,0.048,150855.1,42769,0.0015,Internal,45657
85,Joint Life,80,Male,,84,Female,,0.192687707,0.042,180410.26,42780,0.0015,Internal,45657
86,Joint Life,91,Male,,120,Female,45196,0.071453653,0.042,293812.01,42717,0.0015,Internal,45657
87,Single,71,Female,,,,,0.25102186,0.046,57846.66,42713,0.0015,Internal,45657
88,Joint Life,76,Male,,72,Female,,0.298528287,0.052120958,97036.57,42723,0.0015,Internal,45657
89,Joint Life,68,Male,,76,Female,,0.239869988,0.045,85452.28,42755,0.0015,Internal,45657
90,Joint Life,80,Male,,79,Female,,0.367841225,0.048,76874.48,42719,0.0015,Internal,45657
91,Single,71,Male,,,,,0.332712185,0.042381088,127938.7,42724,0.0015,Internal,45657
92,Joint Life,80,Male,,76,Female,,0.38655229,0.048,153098.9,42747,0.0015,Internal,45657
93,Single,72,Male,,,,,0.33798455,0.048,71562,42739,0.0015,Internal,45657
94,Joint Life,120,Male,45546,85,Female,,0.121870391,0.042,250560.91,42753,0.0015,Internal,45657
95,Single,78,Female,,,,,0.358073654,0.0486,159400.53,42769,0.0015,Internal,45657
96,Joint Life,77,Male,,74,Female,,0.155989808,0.042,208027.55,42786,0.0015,Internal,45657
97,Joint Life,75,Male,,69,Female,,0.192176144,0.0424,63497.49,42776,0.0015,Internal,45657
98,Joint Life,76,Female,,120,Male,45636,0.363640562,0.048,145509.15,42767,0.0015,Internal,45657
99,Single,76,Male,,,,,0.368369068,0.041454326,101296.51,42751,0.0015,Internal,45657
100,Joint Life,78,Male,,70,Female,,0.282919333,0.046,200314.75,42754,0.0015,Internal,45657
101,Joint Life,77,Male,,74,Female,,0.092130737,0.042,122865.28,42726,0.0015,Internal,45657
102,Joint Life,120,Male,45028,92,Female,,0.257001888,0.042,59231.15,42762,0.0015,Internal,45657
103,Single,78,Female,,,,,0.271347013,0.037514099,113009.92,42727,0.0015,Internal,45657
104,Joint Life,81,Male,,83,Female,,0.29255915,0.0428,117066.24,42766,0.0015,Internal,45657
105,Joint Life,79,Male,,70,Female,,0.260322316,0.036215709,120357.97,42752,0.0015,Internal,45657
106,Joint Life,83,Male,,82,Female,,0.25895224,0.042,213066.77,42769,0.0015,Internal,45657
107,Joint Life,80,Male,,76,Female,,0.283782032,0.042,69851.61,42739,0.0015,Internal,45657
108,Single,72,Male,,,,,0.322118849,0.045,285086.37,42748,0.0015,Internal,45657
109,Joint Life,71,Male,,69,Female,,0.183918203,0.0424,83778.42,42753,0.0015,Internal,45657
110,Joint Life,72,Male,,69,Female,,0.312600759,0.052,166157.84,42881,0.0015,Internal,45657
111,Joint Life,74,Male,,69,Female,,0.25048734,0.048,49556.96,42779,0.0015,Internal,45657
112,Joint Life,74,Male,,81,Female,,0.296975796,0.0487,97460.14,42823,0.0015,Internal,45657
113,Joint Life,85,Male,,82,Female,,0.376312603,0.0428,266439.78,42782,0.0015,Internal,45657
114,Joint Life,73,Male,,71,Female,,0.252650304,0.045,59841.06,42779,0.0015,Internal,45657
115,Joint Life,78,Male,,77,Female,,0.387511766,0.046,109027.34,42753,0.0015,Internal,45657
116,Joint Life,120,Male,43548,75,Female,,0.287195022,0.0463,71824.88,42766,0.0015,Internal,45657
117,Single,72,Female,,,,,0.277576843,0.0487,65080.34,42775,0.0015,Internal,45657
118,Joint Life,81,Male,,81,Female,,0.088124295,0.042,103990.75,42788,0.0015,Internal,45657
119,Joint Life,71,Male,,76,Female,,0.243299021,0.043,91270.33,42744,0.0015,Internal,45657
120,Single,80,Female,,,,,0.378545798,0.048,393344.81,42760,0.0015,Internal,45657
121,Single,78,Female,,,,,0.313024663,0.0424,73876.72,42807,0.0015,Internal,45657
122,Single,76,Female,,,,,0.315042155,0.048,36405.98,42761,0.0015,Internal,45657
123,Joint Life,120,Male,45096,72,Female,,0.300000964,0.045,113284.81,42803,0.0015,Internal,45657
124,Joint Life,120,Female,43249,75,Male,,0.38611447,0.053470585,196136.4,42748,0.0015,Internal,45657
125,Single,86,Male,,,,,0.352912504,0.038617546,178253.6,42745,0.0015,Internal,45657
126,Joint Life,86,Male,,84,Female,,0.357445787,0.0463,114934.38,42765,0.0015,Internal,45657
127,Single,74,Female,,,,,0.306045603,0.048,39248.03,42775,0.0015,Internal,45657
128,Joint Life,120,Male,43819,87,Female,,0.418146359,0.0465,168065.32,42751,0.0015,Internal,45657
129,Single,75,Female,,,,,0.359503803,0.0535,155358.04,42761,0.0015,Internal,45657
130,Single,71,Female,,,,,0.327320204,0.048,93460.96,42788,0.0015,Internal,45657
131,Single,69,Female,,,,,0.31263482,0.048,110677.07,42965,0.0015,Internal,45657
132,Joint Life,81,Male,,120,Female,45631,0.435978349,0.051247179,49660.25,42759,0.0015,Internal,45657
133,Single,71,Female,,,,,0.305739358,0.0469,216122.6,42811,0.0015,Internal,45657
134,Joint Life,81,Male,,82,Female,,0.400880127,0.049047437,168733.38,42772,0.0015,Internal,45657
135,Joint Life,74,Male,,68,Female,,0.252842484,0.048,65556.6,42758,0.0015,Internal,45657
136,Single,70,Female,,,,,0.280882728,0.052,80918.7,42775,0.0015,Internal,45657
137,Single,74,Male,,,,,0.337363657,0.048,103276.81,42782,0.0015,Internal,45657
138,Single,85,Female,,,,,0.060882505,0.042,38744.91,42793,0.0015,Internal,45657
139,Joint Life,76,Male,,72,Female,,0.383737816,0.047941926,71754.1,42787,0.0015,Internal,45657
140,Joint Life,89,Male,,83,Female,,0.328530838,0.0461,79468.77,42780,0.0015,Internal,45657
141,Single,83,Female,,,,,0.420509302,0.052,75561.62,42815,0.0015,Internal,45657
142,Single,82,Female,,,,,0.425720654,0.043814501,760775.08,42776,0.0015,Internal,45657
143,Single,73,Male,,,,,0.300779583,0.041129184,76769.87,42801,0.0015,Internal,45657
144,Joint Life,84,Male,,82,Female,,0.380883328,0.043602591,283590.85,42814,0.0015,Internal,45657
145,Joint Life,120,Male,43467,77,Female,,0.412495082,0.049799999,128329.87,42786,0.0015,Internal,45657
146,Joint Life,73,Male,,76,Female,,0.257232283,0.0463,71678.02,42782,0.0015,Internal,45657
147,Joint Life,80,Male,,77,Female,,0.43072966,0.047116919,294762.32,42804,0.0015,Internal,45657
148,Joint Life,81,Male,,79,Female,,0.077411739,0.037,30986.08,42794,0.0015,Internal,45657
149,Joint Life,84,Male,,84,Female,,0.083357376,0.0455,28435.3,42801,0.0015,Internal,45657
150,Single,77,Female,,,,,0.322233898,0.0465,100009.4,42823,0.0015,Internal,45657
151,Single,69,Male,,,,,0.245135115,0.049799999,33328.24,42790,0.0015,Internal,45657
152,Single,72,Female,,,,,0.340227912,0.0469,481004.09,42807,0.0015,Internal,45657
153,Single,78,Female,,,,,0.366838401,0.0469,49052.39,42838,0.0015,Internal,45657
154,Joint Life,75,Male,,69,Female,,0.269857958,0.052137442,89800.11,42801,0.0015,Internal,45657
155,Joint Life,79,Male,,83,Female,,0.228963422,0.040012195,166272.87,42797,0.0015,Internal,45657
156,Joint Life,90,Male,,80,Female,,0.040355757,0.0425,15253.65,42821,0.0015,Internal,45657
157,Joint Life,76,Male,,120,Female,45411,0.086299086,0.0455,36890.68,42818,0.0015,Internal,45657
158,Joint Life,77,Male,,73,Female,,0.287426683,0.0509,84400.3,42802,0.0015,Internal,45657
159,Single,76,Male,,,,,0.366864445,0.03827203,97048.49,42828,0.0015,Internal,45657
160,Single,70,Male,,,,,0.215831064,0.0433,26710.02,42783,0.0015,Internal,45657
161,Joint Life,78,Male,,74,Female,,0.277493268,0.0463,71580.7,42794,0.0015,Internal,45657
162,Joint Life,79,Male,,72,Female,,0.107127552,0.0425,41596.17,42822,0.0015,Internal,45657
163,Single,95,Female,,,,,0.493953246,0.0425,113772.88,42816,0.0015,Internal,45657
164,Joint Life,83,Male,,80,Female,,0.443023676,0.037376893,826440.53,42800,0.0015,Internal,45657
165,Joint Life,78,Male,,70,Female,,0.339977233,0.052,170669.95,42830,0.0015,Internal,45657
166,Single,70,Female,,,,,0.288682549,0.052,30109.29,42843,0.0015,Internal,45657
167,Joint Life,75,Male,,72,Female,,0.107335797,0.0425,44374.24,42821,0.0015,Internal,45657
168,Single,69,Male,,,,,0.354563986,0.052,231356.31,42851,0.0015,Internal,45657
169,Single,72,Female,,,,,0.240800313,0.040869651,21772.11,42810,0.0015,Internal,45657
170,Single,81,Female,,,,,0.389473773,0.0431,592982.3,42817,0.0015,Internal,45657
171,Joint Life,76,Male,,74,Female,,0.267952326,0.0425,262262.09,42815,0.0015,Internal,45657
172,Joint Life,76,Male,,74,Female,,0.315450743,0.046683291,163180.23,42804,0.0015,Internal,45657
173,Joint Life,76,Male,,78,Female,,0.379033146,0.037523009,116754.3,42818,0.0015,Internal,45657
174,Joint Life,75,Male,,72,Female,,0.316979312,0.041456514,88998.92,42809,0.0015,Internal,45657
175,Joint Life,78,Male,,80,Female,,0.425408414,0.052,57480.82,42802,0.0015,Internal,45657
176,Single,74,Female,,,,,0.124968101,0.0425,69319.16,42823,0.0015,Internal,45657
177,Joint Life,120,Male,43715,73,Female,,0.318460889,0.048,58809.81,42803,0.0015,Internal,45657
178,Joint Life,89,Male,,82,Female,,0.158359073,0.0425,27450.3,42912,0.0015,Internal,45657
179,Joint Life,81,Male,,81,Female,,0.33259835,0.0425,207980.88,42822,0.0015,Internal,45657
180,Single,78,Male,,,,,0.372104475,0.052,134162.88,42894,0.0015,Internal,45657
181,Joint Life,77,Male,,120,Female,42904,0.325017617,0.0463,120813.79,42853,0.0015,Internal,45657
182,Joint Life,78,Male,,77,Female,,0.266620483,0.0425,61234.31,42837,0.0015,Internal,45657
183,Joint Life,85,Male,,83,Female,,0.477690383,0.052,178966,42810,0.0015,Internal,45657
184,Joint Life,72,Male,,72,Female,,0.222335559,0.0429,72407.84,42811,0.0015,Internal,45657
185,Single,74,Female,,,,,0.322314864,0.052,91854.31,42810,0.0015,Internal,45657
186,Single,73,Female,,,,,0.18159526,0.0425,58986.89,42811,0.0015,Internal,45657
187,Single,92,Male,,,,,0.482437871,0.0429,142225.29,42815,0.0015,Internal,45657
188,Single,84,Female,,,,,0.285224031,0.0425,69217.88,42836,0.0015,Internal,45657
189,Joint Life,76,Male,,69,Female,,0.311187197,0.040597356,152606.11,42852,0.0015,Internal,45657
190,Single,100,Female,,,,,0.183495898,0.0425,139688.25,42809,0.0015,Internal,45657
191,Joint Life,85,Male,,84,Female,,0.322761319,0.0425,111010.41,42815,0.0015,Internal,45657
192,Joint Life,87,Male,,120,Female,44133,0.456912972,0.0486,107365.49,42807,0.0015,Internal,45657
193,Single,71,Female,,,,,0.301972216,0.045160874,56727.41,42832,0.0015,Internal,45657
194,Single,88,Male,,,,,0.319277711,0.0486,100087.65,42821,0.0015,Internal,45657
195,Single,80,Female,,,,,0.387429988,0.0486,164026.21,42822,0.0015,Internal,45657
196,Joint Life,72,Male,,69,Female,,0.119136753,0.0415,109763.68,42849,0.0015,Internal,45657
197,Joint Life,78,Male,,77,Female,,0.360388283,0.0465,74494.98,42811,0.0015,Internal,45657
198,Joint Life,78,Male,,78,Female,,0.390585862,0.052,45250.87,42872,0.0015,Internal,45657
199,Joint Life,85,Male,,82,Female,,0.131967936,0.0425,85955.78,42823,0.0015,Internal,45657
200,Joint Life,78,Male,,78,Female,,0.184377519,0.0425,59112.55,42818,0.0015,Internal,45657
201,Joint Life,74,Male,,69,Female,,0.183043133,0.0429,72342.32,42830,0.0015,Internal,45657
202,Single,69,Male,,,,,0.314197139,0.049799999,73280.92,42817,0.0015,Internal,45657
203,Joint Life,72,Male,,78,Female,,0.284486595,0.0469,71410.87,42850,0.0015,Internal,45657
204,Joint Life,80,Male,,76,Female,,0.391531278,0.043641821,683800.58,42888,0.0015,Internal,45657
205,Joint Life,80,Male,,75,Female,,0.380402364,0.049472088,191627.78,42837,0.0015,Internal,45657
206,Single,75,Female,,,,,0.324253779,0.0486,143615.27,42905,0.0015,Internal,45657
207,Joint Life,78,Male,,76,Female,,0.09085453,0.0425,44464.38,42821,0.0015,Internal,45657
208,Joint Life,80,Male,,70,Female,,0.074046986,0.0415,27437.9,42850,0.0015,Internal,45657
209,Single,81,Male,,,,,0.140093301,0.041699472,56977.41,42907,0.0015,Internal,45657
210,Single,70,Female,,,,,0.260799206,0.0469,28536,42858,0.0015,Internal,45657
211,Joint Life,78,Male,,76,Female,,0.403328787,0.045724301,80888.26,42860,0.0015,Internal,45657
212,Single,81,Female,,,,,0.30493902,0.0415,342180.22,42871,0.0015,Internal,45657
213,Joint Life,72,Male,,73,Female,,0.201789655,0.050339465,131816.83,42823,0.0015,Internal,45657
214,Joint Life,73,Male,,73,Female,,0.223277222,0.0429,276315.14,42880,0.0015,Internal,45657
215,Joint Life,80,Male,,78,Female,,0.389036452,0.052,48899.4,42835,0.0015,Internal,45657
216,Single,82,Female,,,,,0.270022437,0.0415,411115.04,42860,0.0015,Internal,45657
217,Joint Life,78,Male,,71,Female,,0.323119877,0.052,96273,42838,0.0015,Internal,45657
218,Joint Life,69,Male,,69,Female,,0.260201674,0.0435,111774.48,42821,0.0015,Internal,45657
219,Joint Life,87,Male,,84,Female,,0.105646908,0.0415,27199.11,42929,0.0015,Internal,45657
220,Joint Life,72,Male,,70,Female,,0.332823639,0.0469,102585.59,42830,0.0015,Internal,45657
221,Joint Life,77,Male,,76,Female,,0.273276871,0.0431,59802.55,42835,0.0015,Internal,45657
222,Single,77,Male,,,,,0.354982093,0.0469,56979.94,42871,0.0015,Internal,45657
223,Single,76,Female,,,,,0.370392936,0.046156049,47332.75,42822,0.0015,Internal,45657
224,Joint Life,78,Male,,74,Female,,0.149739622,0.0415,29871.29,42838,0.0015,Internal,45657
225,Single,79,Female,,,,,0.244988616,0.04010682,80193.04,42888,0.0015,Internal,45657
226,Joint Life,86,Male,,84,Female,,0.350864473,0.0415,455879.83,42851,0.0015,Internal,45657
227,Joint Life,85,Male,,80,Female,,0.114733531,0.0425,187161.75,42823,0.0015,Internal,45657
228,Single,91,Female,,,,,0.58087611,0.052,548898.19,42825,0.0015,Internal,45657
229,Single,77,Female,,,,,0.408811484,0.047811073,166595.35,42835,0.0015,Internal,45657
230,Single,78,Female,,,,,0.224668857,0.040751068,32306.82,42951,0.0015,Internal,45657
231,Single,74,Female,,,,,0.395942122,0.043627442,180278.79,42872,0.0015,Internal,45657
232,Joint Life,86,Male,,84,Female,,0.140003111,0.0415,99221.83,42825,0.0015,Internal,45657
233,Single,77,Female,,,,,0.346428883,0.050583983,71631.3,42831,0.0015,Internal,45657
234,Single,68,Female,,,,,0.212917067,0.0429,104197.78,42831,0.0015,Internal,45657
235,Joint Life,84,Male,,83,Female,,0.359148907,0.0423,165446.45,42859,0.0015,Internal,45657
236,Joint Life,80,Male,,80,Female,,0.335129771,0.0431,74098.55,42831,0.0015,Internal,45657
237,Single,68,Female,,,,,0.165893972,0.038732194,39755.65,42832,0.0015,Internal,45657
238,Single,78,Female,,,,,0.419522535,0.0503,262633.1,42879,0.0015,Internal,45657
239,Joint Life,74,Male,,71,Female,,0.337362867,0.052,176120.7,42866,0.0015,Internal,45657
240,Joint Life,80,Male,,76,Female,,0.15899414,0.0415,61735.26,42850,0.0015,Internal,45657
241,Joint Life,84,Male,,81,Female,,0.450042769,0.043608921,395308.29,42872,0.0015,Internal,45657
242,Single,71,Male,,,,,0.201506465,0.0427,34653.03,42838,0.0015,Internal,45657
243,Single,69,Female,,,,,0.335647023,0.045870831,138839.37,42843,0.0015,Internal,45657
244,Joint Life,120,Male,44485,81,Female,,0.297729626,0.0425,57802.18,42867,0.0015,Internal,45657
245,Joint Life,78,Male,,76,Female,,0.247608262,0.0415,75329.52,42865,0.0015,Internal,45657
246,Joint Life,77,Male,,73,Female,,0.160324711,0.0415,150625.79,42867,0.0015,Internal,45657
247,Joint Life,71,Male,,71,Female,,0.30805964,0.052,128416.68,42835,0.0015,Internal,45657
248,Joint Life,83,Male,,120,Female,44974,0.366295012,0.037336743,272016.92,42845,0.0015,Internal,45657
249,Joint Life,72,Male,,72,Female,,0.282027396,0.0435,208204.26,42878,0.0015,Internal,45657
250,Single,86,Female,,,,,0.436129303,0.042,154544.95,42881,0.0015,Internal,45657
251,Single,69,Female,,,,,0.347988049,0.040800428,228991.6,42909,0.0015,Internal,45657
252,Joint Life,71,Male,,73,Female,,0.238903333,0.057422475,139758.45,42851,0.0015,Internal,45657
253,Single,86,Female,,,,,0.287602762,0.0415,84928.09,42866,0.0015,Internal,45657
254,Single,75,Male,,,,,0.397949182,0.0486,173110.37,42845,0.0015,Internal,45657
255,Single,82,Female,,,,,0.222130314,0.0425,68625.73,42912,0.0015,Internal,45657
256,Joint Life,83,Male,,120,Female,45296,0.188786403,0.0415,82123.26,42871,0.0015,Internal,45657
257,Joint Life,82,Male,,76,Female,,0.203719164,0.040347501,66742.87,42853,0.0015,Internal,45657
258,Joint Life,120,Male,45300,88,Female,,0.205099885,0.0415,136856.98,42872,0.0015,Internal,45657
259,Joint Life,84,Female,,84,Male,,0.277887056,0.0431,82582.7,42838,0.0015,Internal,45657
260,Single,72,Female,,,,,0.324773571,0.052,72854.13,42877,0.0015,Internal,45657
261,Single,91,Female,,,,,0.378775878,0.039,133670.74,42920,0.0015,Internal,45657
262,Joint Life,80,Male,,76,Female,,0.327083146,0.038187732,60761.96,42864,0.0015,Internal,45657
263,Joint Life,81,Male,,80,Female,,0.400168357,0.052,131189.99,42879,0.0015,Internal,45657
264,Joint Life,73,Male,,72,Female,,0.230744524,0.0433,82925.3,42845,0.0015,Internal,45657
265,Single,72,Female,,,,,0.279602361,0.0452,70100.16,42899,0.0015,Internal,45657
266,Joint Life,74,Male,,78,Female,,0.198094987,0.0415,67111.78,42865,0.0015,Internal,45657
267,Single,78,Female,,,,,0.40882882,0.0505,70671.08,42976,0.0015,Internal,45657
268,Joint Life,71,Male,,71,Female,,0.335471717,0.05009356,175695.64,42850,0.0015,Internal,45657
269,Joint Life,120,Male,45058,76,Female,,0.310921382,0.0486,80203.64,42872,0.0015,Internal,45657
270,Joint Life,120,Male,45505,74,Female,,0.255338725,0.0435,83329.88,42873,0.0015,Internal,45657
271,Joint Life,83,Male,,80,Female,,0.386916269,0.052,87387.84,42885,0.0015,Internal,45657
272,Joint Life,79,Male,,78,Female,,0.216857037,0.0415,92999.68,42872,0.0015,Internal,45657
273,Single,69,Male,,,,,0.206351769,0.0431,83017.01,42880,0.0015,Internal,45657
274,Joint Life,80,Male,,71,Female,,0.311793651,0.0503,67371.7,42853,0.0015,Internal,45657
275,Joint Life,72,Female,,73,Female,,0.244028564,0.0427,57961.25,42880,0.0015,Internal,45657
276,Joint Life,120,Male,45642,72,Female,,0.306581606,0.038317828,175591.3,42886,0.0015,Internal,45657
277,Single,73,Male,,,,,0.277440612,0.0469,32812.35,42881,0.0015,Internal,45657
278,Single,80,Female,,,,,0.200622861,0.0425,41451.25,42853,0.0015,Internal,45657
279,Single,83,Male,,,,,0.447450685,0.051361436,421725.48,42900,0.0015,Internal,45657
280,Joint Life,84,Male,,83,Female,,0.349751003,0.0415,61402.01,42899,0.0015,Internal,45657
281,Joint Life,86,Male,,81,Female,,0.453860209,0.052,280197.53,42892,0.0015,Internal,45657
282,Single,73,Female,,,,,0.252050357,0.0423,68672.71,42893,0.0015,Internal,45657
283,Single,78,Female,,,,,0.089035733,0.0415,20542.15,42866,0.0015,Internal,45657
284,Joint Life,77,Male,,74,Female,,0.180997217,0.04604099,69389.25,42885,0.0015,Internal,45657
